age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
31,49142.73,2.3,29647.87,12,8.77,662,7,0,1505.64,9,0
47,44286.43,1.7,7457.17,48,9.87,593,4,0,3501.87,3,0
23,35752.81,0.4,16833.73,48,13.87,406,4,1,2520.49,11,0
19,15000.0,0.7,3961.8,24,6.03,796,4,0,1074.36,13,0
28,23937.53,0.7,14739.74,24,12.67,472,1,2,1296.32,4,0
39,44791.35,0.9,23830.46,36,11.6,529,3,0,2945.65,9,0
47,15000.0,0.9,18719.76,24,12.02,501,4,0,368.62,8,1
29,60724.23,4.6,5710.9,48,11.15,560,5,0,4912.33,11,0
27,39503.28,11.6,6952.14,60,7.32,722,1,2,3153.23,10,0
32,28952.8,4.2,17788.22,36,9.18,612,8,0,1845.58,14,0
46,107296.2,1.2,26286.0,36,11.46,513,7,0,8075.04,17,0
28,15000.0,4.1,14057.53,24,8.01,712,2,1,614.15,0,1
40,104885.39,5.0,11539.58,24,11.76,557,4,0,8198.53,7,0
32,47643.44,4.0,8179.3,48,9.76,634,4,0,3763.78,14,0
19,42991.4,1.3,29233.4,48,7.57,698,2,0,2874.83,7,0
42,16252.33,1.0,17648.64,24,5.18,830,0,1,578.67,2,1
25,15000.0,5.9,12729.44,36,10.19,565,3,0,838.12,5,1
41,112089.54,0.2,18605.0,48,8.25,641,5,1,8884.41,7,0
35,15530.73,1.2,13670.34,36,11.33,521,3,0,844.54,11,0
18,43308.97,12.6,3548.33,12,9.09,650,3,1,3298.63,1,0
34,72599.95,21.2,3173.45,48,10.44,559,4,0,5968.84,6,0
39,31860.43,2.9,5101.88,60,10.53,579,6,1,2545.3,4,0
50,15000.0,1.9,16388.29,24,7.5,711,3,1,512.53,0,1
52,22779.49,0.9,10918.0,36,11.24,504,3,1,1539.61,0,1
39,49095.27,3.6,48026.76,60,7.81,693,6,1,3121.82,13,0
21,35420.75,2.1,8299.46,48,5.16,799,4,0,2760.0,15,1
38,81997.7,4.3,38310.94,60,11.37,524,5,0,5993.08,4,0
31,15000.0,2.3,10366.3,12,9.82,619,4,0,339.51,8,1
44,15000.0,3.1,23362.42,24,14.86,399,5,0,118.79,5,1
50,24244.51,8.2,55905.21,24,10.77,568,2,0,-579.28,14,0
30,46172.24,2.6,7782.45,36,10.23,587,4,2,3595.73,5,1
44,15000.0,2.1,16823.58,36,9.28,661,6,1,712.82,14,0
30,54673.92,5.6,8652.34,24,8.62,619,3,2,4162.39,17,0
43,40096.14,1.2,48299.29,36,7.21,682,0,0,1845.36,16,0
39,139036.75,2.0,19138.98,36,8.57,663,1,0,10981.6,16,0
27,58357.66,2.0,48008.71,36,10.85,536,2,1,3294.8,2,1
54,17846.42,1.9,27210.33,36,6.05,796,4,0,658.79,3,0
48,33264.4,9.0,28230.83,24,6.95,758,3,1,1508.71,7,0
43,37543.68,35.9,24469.31,36,4.78,850,1,0,2397.69,1,0
18,19505.0,2.8,1736.4,24,8.33,695,3,1,1546.62,11,0
32,15000.0,0.6,25359.83,48,11.13,563,1,0,592.96,8,1
46,31033.16,8.5,10579.93,24,8.87,677,2,0,2103.39,7,0
27,25407.41,3.7,37191.7,60,9.69,622,2,0,1332.73,0,1
46,97402.2,5.7,36947.18,60,7.65,746,1,1,7373.87,2,1
46,40639.06,0.3,20003.28,36,11.65,537,2,0,2725.53,5,1
29,116711.29,9.2,10116.43,36,6.78,787,2,0,9414.59,17,0
57,33237.42,2.8,4462.92,36,9.76,652,3,0,2626.28,9,0
40,15648.49,6.4,9677.64,24,7.75,713,4,1,867.45,15,1
33,55200.13,0.9,3167.75,12,9.92,599,4,0,4321.63,17,0
35,25076.41,6.6,41008.83,48,10.75,555,3,0,1034.78,1,0
45,75570.05,5.2,18385.2,60,9.6,617,3,0,5910.48,13,0
53,128423.36,1.5,1327.96,24,11.24,526,4,0,10639.91,1,0
29,36601.54,12.6,8971.31,60,9.46,646,5,0,2861.89,14,0
32,68813.11,2.1,34546.86,36,9.66,604,2,0,4625.2,4,0
42,33383.25,5.6,3134.15,48,6.91,747,3,1,2707.02,10,0
26,70277.81,2.6,7547.35,48,9.0,618,4,0,5668.67,16,0
29,89198.33,7.2,3404.34,36,7.67,700,1,2,7327.03,10,0
34,15000.0,8.5,7871.83,36,8.55,681,1,1,1001.32,15,1
53,35441.24,0.6,5887.67,36,11.84,496,5,0,2758.33,12,0
31,37293.51,2.0,14829.34,48,10.23,588,4,1,2730.04,11,0
18,46540.8,3.3,7788.44,36,10.45,591,2,1,3625.44,10,0
23,41131.76,8.7,6944.83,48,8.37,677,5,1,3256.89,17,0
23,22559.09,1.4,5173.2,24,11.15,540,0,0,1638.45,10,0
24,32220.65,0.7,21108.74,24,8.24,752,2,1,1728.05,8,1
50,54483.28,0.5,7645.67,48,8.76,695,4,0,4350.88,7,0
38,30089.32,10.4,33093.03,36,5.38,806,2,0,1509.96,16,0
42,59458.69,5.7,13661.9,36,5.91,752,1,0,4539.83,10,0
26,22806.26,0.7,11315.86,48,10.2,630,2,0,1612.43,2,1
38,24799.8,4.1,14087.17,36,7.8,694,5,0,1626.51,5,1
39,40760.54,1.6,37499.27,12,5.31,837,0,0,181.16,2,1
23,67205.82,0.4,5136.1,24,11.44,552,6,0,5360.05,0,1
37,25390.2,5.3,8197.4,60,8.38,667,3,0,1948.14,17,0
30,45377.82,5.4,37863.53,12,7.94,720,5,1,488.85,17,0
39,41276.15,7.7,100000.0,36,8.52,672,5,0,282.0,0,1
24,21961.83,9.0,27776.79,48,7.59,712,2,0,1157.37,16,0
41,16699.14,2.2,4744.79,24,10.32,604,4,0,1171.95,9,0
36,17509.13,18.0,13243.52,60,7.09,755,5,0,1196.29,9,0
30,29691.17,1.4,70643.49,36,12.02,510,1,0,127.21,5,1
36,146586.13,1.0,15066.95,36,7.68,703,1,0,11745.59,12,0
28,56499.84,4.0,3668.97,24,9.31,661,7,0,4540.18,17,0
32,15000.0,10.1,20948.8,60,7.67,696,0,0,828.53,1,0
28,15000.0,5.6,13767.26,24,8.94,655,3,0,621.43,15,1
29,18155.0,1.4,6133.62,48,7.34,717,3,0,1365.07,1,0
47,39850.06,0.0,3530.35,24,9.73,620,2,0,3158.37,17,0
23,45021.8,2.0,19044.39,48,8.42,702,3,0,3283.12,1,0
27,27549.07,0.6,9270.23,36,11.25,527,1,0,1991.16,6,0
20,38183.85,9.5,8272.32,60,9.33,662,3,1,3008.94,11,0
24,20199.53,1.0,28499.62,36,9.6,608,3,0,769.03,5,1
49,30038.14,2.1,15903.87,36,8.51,700,4,0,2001.06,8,1
27,25755.13,1.6,10028.24,48,12.12,511,4,0,1881.59,0,1
31,26397.81,15.1,9724.8,48,6.77,731,3,1,1967.98,7,0
18,15000.0,0.5,19969.33,48,13.7,418,4,0,707.31,1,0
37,46526.97,4.0,31465.9,36,8.33,668,5,0,2886.42,2,1
32,17992.11,3.6,7337.08,24,10.63,586,2,1,1158.64,0,1
49,80742.33,15.8,10463.12,24,9.32,666,0,1,6248.98,16,0
32,15000.0,1.7,2290.7,36,6.19,754,1,0,1180.12,4,0
28,15904.19,8.5,10623.79,12,7.68,695,1,1,402.77,6,0
34,209455.47,9.2,25439.69,36,8.59,638,3,0,16650.49,8,1
42,22672.52,12.2,17597.34,12,10.87,556,2,0,335.16,2,1
21,46517.11,4.9,2534.84,48,9.22,642,2,0,3813.08,9,0
27,28936.74,13.7,6966.05,48,8.54,675,3,0,2239.56,6,0
50,36002.51,0.1,2532.48,36,8.75,690,4,0,2919.97,1,0
45,57711.72,5.6,6946.33,60,8.5,710,6,1,4666.8,10,0
28,63277.41,3.0,8705.19,48,10.02,628,4,2,5052.25,7,0
18,56565.05,9.0,13920.26,36,7.27,766,1,0,4282.22,3,0
38,15000.0,1.4,24863.66,12,6.7,756,3,0,-897.93,8,1
36,161898.49,5.7,6443.66,24,7.13,737,7,1,13202.66,6,0
22,38096.42,2.4,10266.46,24,10.2,634,6,0,2700.01,3,0
33,89734.05,4.5,23962.71,24,9.25,675,3,0,6380.36,10,0
49,64516.55,8.5,13887.76,36,6.51,749,6,0,4950.67,4,0
31,34760.62,1.7,7565.0,36,7.36,691,4,0,2661.89,1,0
32,60139.82,0.5,12900.25,36,10.68,540,6,0,4591.27,5,1
34,19211.1,8.5,7907.24,48,10.94,566,1,1,1396.79,3,0
31,89913.55,0.9,3920.98,48,10.41,624,4,0,7392.58,12,0
18,36722.17,9.3,32867.24,24,14.91,381,3,0,1467.96,6,0
24,15000.0,1.5,9318.78,24,11.19,567,2,0,814.85,9,0
37,15710.14,4.2,1622.37,36,9.23,647,5,0,1257.41,16,0
38,31309.52,0.4,5148.2,60,10.37,591,1,0,2498.8,13,0
18,29480.17,0.5,44364.98,48,8.29,657,7,3,1367.55,15,1
31,33100.45,3.1,23700.75,24,12.26,503,2,0,1639.81,15,1
24,48477.2,0.6,17848.49,12,6.93,753,1,1,2495.97,3,0
18,48993.27,4.7,28173.78,36,8.01,710,3,1,3199.78,7,0
41,17499.9,3.6,8272.58,36,8.31,624,3,0,1197.91,16,0
35,49612.42,6.4,12038.84,48,8.37,686,3,0,3838.37,15,1
50,15000.0,2.3,5132.94,48,11.31,524,1,0,1116.56,14,0
43,110906.65,5.3,23279.04,48,10.42,583,5,1,8647.1,1,0
32,31025.24,7.9,23448.48,36,8.2,679,4,0,1848.48,13,0
41,20465.86,1.5,3606.62,48,6.27,790,3,1,1620.34,17,0
43,23139.34,1.6,2590.91,24,7.36,716,5,0,1811.85,4,0
42,65787.54,9.1,8713.67,36,10.0,605,4,0,5201.13,6,0
34,37456.83,3.0,18148.08,12,11.06,516,1,0,1516.94,5,1
35,64770.71,1.5,13168.58,12,10.67,542,3,0,4235.72,2,1
35,24809.9,3.0,21937.06,12,7.38,705,4,0,165.5,17,0
20,15000.0,3.4,12780.82,24,8.36,644,4,0,669.86,8,1
29,20207.97,0.7,5605.56,48,14.44,322,4,1,1529.58,11,0
70,22424.6,5.5,23570.21,48,8.6,666,4,0,1286.64,15,1
34,30709.67,1.3,5358.27,36,5.22,841,2,0,2398.02,8,1
52,15000.0,4.6,14058.15,48,4.89,850,3,1,926.95,1,0
21,51415.3,0.7,7001.85,48,9.94,635,1,0,4107.23,7,0
41,37723.49,4.1,9226.39,48,7.73,729,2,1,2919.55,12,0
21,39785.19,2.1,15554.88,12,6.47,798,1,1,1973.32,10,0
30,56829.81,1.1,3423.9,24,8.08,667,0,1,4580.84,1,0
42,87820.42,9.2,22604.73,48,6.95,715,1,0,6777.59,6,0
51,15084.09,6.0,62321.43,48,7.52,765,1,1,-250.44,2,1
28,36533.19,5.3,37338.88,48,7.15,723,2,0,2147.71,3,0
38,25588.37,1.3,9877.99,60,8.62,651,3,0,1929.13,6,0
19,15000.0,0.8,19616.98,12,11.22,539,6,1,-485.8,5,1
31,113150.09,0.5,7473.26,12,8.19,703,1,0,8778.43,6,0
21,28974.59,10.0,11114.25,48,10.07,590,3,2,2132.29,5,1
25,94048.85,11.7,13549.78,48,8.78,668,4,0,7501.63,4,0
18,15000.0,3.3,52360.35,24,12.73,477,2,0,-1232.67,2,1
35,28178.61,2.0,2336.49,48,8.77,661,4,0,2290.33,13,0
44,15000.0,2.9,9137.93,24,6.91,756,4,0,841.24,10,0
41,21669.63,0.3,7256.03,48,10.74,565,1,0,1619.18,17,0
35,242891.92,13.8,63859.02,48,10.53,595,3,0,18605.06,14,0
37,19858.46,4.1,19115.02,36,12.03,530,4,0,1019.71,8,1
25,51780.45,1.3,32482.74,36,8.57,688,3,0,3288.58,10,0
32,28372.76,0.5,30551.85,12,7.4,723,3,0,-284.79,15,1
25,62884.63,5.8,18529.89,24,11.05,556,1,0,4376.32,14,0
34,90127.35,0.9,23955.11,48,9.69,615,3,0,6906.61,12,0
33,61968.11,3.9,51801.08,12,8.05,695,3,1,656.72,3,0
20,51601.01,3.6,9303.98,12,4.69,850,6,0,3504.91,10,0
22,40729.58,5.2,19452.83,48,4.55,850,1,0,2950.1,2,1
26,103216.62,12.1,16266.86,24,11.63,554,3,0,7838.46,14,0
30,21521.32,9.2,21191.2,48,10.56,617,4,0,1250.26,6,0
31,148728.77,3.7,17556.41,36,8.76,678,4,0,11837.73,13,0
50,46058.62,5.1,25469.45,60,9.1,639,3,0,3308.28,5,1
35,139718.76,1.7,47685.86,24,9.41,599,1,0,9455.73,7,0
46,23674.84,15.4,39137.16,36,4.73,849,3,1,804.67,1,0
38,40085.91,4.2,10181.38,60,7.46,733,3,0,3136.67,12,0
40,95424.09,29.8,4246.79,24,6.44,743,2,0,7762.94,17,0
33,117612.27,1.2,58142.05,60,8.26,655,6,0,8614.86,14,0
43,151972.85,2.3,15769.15,12,8.79,601,4,0,11286.9,4,0
61,27913.07,11.4,37349.02,36,5.31,836,1,0,1201.5,9,0
18,31858.13,5.1,17468.71,36,6.25,750,3,0,2121.43,3,0
24,45142.84,1.2,2609.93,36,12.84,421,5,0,3674.17,8,1
23,93675.96,5.0,23925.12,48,8.6,684,3,0,7215.49,16,0
35,44131.15,8.9,33904.09,36,11.14,551,5,0,2565.37,13,0
40,15919.67,0.2,1902.68,12,13.29,458,2,0,1156.44,13,0
47,181675.68,3.9,13239.32,12,11.35,557,2,0,13967.36,3,0
24,26766.33,3.5,3851.83,36,9.88,600,4,0,2106.46,14,0
31,30038.03,3.6,2514.5,24,7.47,717,2,2,2390.05,1,0
55,28829.12,6.2,41822.84,48,8.56,611,4,0,1370.38,0,1
50,58337.77,0.5,20793.53,48,8.69,638,1,0,4347.09,8,1
27,19903.02,8.7,17893.9,36,7.66,716,1,0,1100.66,14,0
35,15000.0,2.1,23060.71,48,10.23,626,1,1,662.57,14,0
35,15000.0,5.1,18228.09,48,7.96,651,3,0,805.34,4,0
30,15000.0,3.6,10209.35,36,5.08,850,3,1,943.65,14,0
18,71456.36,1.4,15554.56,60,6.2,822,2,1,5652.53,11,0
38,51146.45,6.0,15467.26,12,12.69,482,3,0,2882.96,5,1
18,15000.0,8.1,9048.41,36,11.1,591,6,0,953.34,15,1
29,60231.08,9.7,17824.11,36,10.8,572,5,0,4437.4,5,1
31,24510.03,0.9,9164.0,24,9.03,655,5,0,1623.72,3,0
25,59029.24,3.2,16566.91,36,8.89,625,0,0,4393.13,7,0
38,18458.6,7.6,22148.19,48,7.66,718,4,0,1001.04,16,0
18,21042.91,6.7,13036.94,24,8.9,653,5,0,1158.58,10,0
25,27843.77,1.3,32615.14,36,8.44,661,4,0,1291.64,15,1
49,34719.52,9.6,11129.45,36,5.95,805,2,1,2554.97,4,0
37,43682.65,0.9,6376.03,60,9.96,603,4,2,3504.87,16,0
28,32447.11,2.4,9697.83,24,8.42,696,0,0,2263.46,8,1
18,15000.0,0.6,9941.85,48,6.66,750,4,1,1013.5,7,0
38,15000.0,0.2,7693.93,36,8.7,657,2,0,1006.41,14,0
39,111590.51,0.1,31289.58,60,10.68,577,3,0,8623.88,7,0
47,142732.62,2.1,46957.76,48,7.1,750,2,0,10767.74,7,0
18,72914.91,4.0,24254.95,36,8.58,615,1,0,5309.67,12,0
33,28085.82,6.3,9734.35,48,7.39,696,4,2,2105.62,6,0
21,33078.1,9.2,41443.66,24,9.83,518,1,0,847.34,12,0
25,44320.24,3.0,100000.0,60,11.88,515,1,1,1474.97,14,0
18,80660.91,1.8,17365.78,48,8.74,665,1,0,6291.73,5,1
40,23129.05,4.8,38317.87,36,4.52,850,2,0,787.24,14,0
45,18612.56,5.9,18575.0,36,8.72,692,3,0,962.78,10,0
39,32505.88,0.0,9185.29,48,6.27,783,7,0,2491.97,3,0
36,32554.28,11.2,27127.45,36,10.21,628,4,0,1834.85,14,0
32,94901.54,0.1,6385.99,48,8.1,628,5,0,7752.26,6,0
43,15000.0,1.0,21194.21,48,10.53,539,1,1,707.05,15,1
60,72414.65,2.0,3001.14,24,7.64,757,2,0,5899.31,17,0
38,92463.87,3.1,5950.9,48,10.79,566,5,0,7552.12,1,0
26,44128.89,5.7,21848.28,12,10.35,610,6,0,1753.04,4,0
23,17031.92,7.2,4512.52,24,8.11,675,4,1,1215.01,5,1
28,36699.7,3.5,6392.67,60,7.96,685,4,1,2928.81,4,0
24,86088.18,4.7,14599.5,48,8.08,754,2,0,6817.05,14,0
37,95343.16,0.6,16166.87,60,11.47,515,2,0,7589.96,17,0
30,45122.24,0.6,46538.26,36,6.43,769,1,0,2335.32,17,0
28,41155.0,9.6,9930.13,24,10.02,601,4,1,2971.27,10,0
41,34020.46,1.3,9464.69,48,8.67,690,3,2,2600.99,14,0
41,31886.44,2.0,9382.51,36,9.07,628,1,1,2358.54,10,0
43,20468.92,0.6,6775.28,36,8.2,675,4,1,1492.81,11,0
20,32466.79,2.7,10171.75,48,9.4,638,6,0,2450.5,17,0
48,15000.0,6.8,4602.16,12,7.47,726,1,0,850.79,4,0
40,18638.74,8.9,44657.55,12,8.53,692,6,1,-2342.41,9,0
22,23378.22,1.7,8971.81,24,8.66,624,4,1,1539.71,5,1
48,15486.91,2.6,25825.44,60,8.18,693,4,1,764.7,16,0
38,145552.32,0.3,6637.39,36,11.24,578,7,0,11911.3,14,0
23,54762.52,3.2,8966.82,36,7.26,766,2,0,4285.61,17,0
39,20518.57,23.7,31479.78,24,8.93,630,4,1,272.75,15,1
19,30671.07,0.3,17292.28,48,7.15,717,4,0,2140.63,13,0
37,97546.33,2.7,25425.54,24,9.29,653,0,0,6963.92,1,0
54,34648.81,4.9,15717.04,24,9.23,613,1,0,2167.71,12,0
18,58327.08,1.4,42433.94,48,7.16,772,4,0,3841.3,9,0
21,17397.29,1.7,5550.16,48,8.63,689,8,0,1312.63,13,0
29,60740.62,2.4,7152.87,36,8.23,702,4,0,4836.81,7,0
32,148187.94,1.3,9150.65,36,11.69,499,2,0,12046.42,15,1
51,50112.8,0.4,14636.29,48,6.07,805,0,0,3831.86,6,0
41,35426.16,7.4,7008.68,48,10.19,591,2,0,2773.78,5,1
35,57825.59,4.9,14469.18,24,8.47,679,2,0,4161.29,3,0
18,37255.48,0.9,22292.57,36,9.73,595,4,0,2388.13,5,1
36,57046.87,13.9,47294.39,36,4.08,850,5,0,3355.9,16,0
42,31951.32,5.5,12353.3,36,5.67,850,5,0,2288.64,1,0
43,183996.42,22.9,4712.34,48,10.68,546,2,1,15211.97,7,0
42,53121.54,0.5,10938.51,24,9.58,677,2,1,3924.16,10,0
50,108103.56,2.4,9946.6,36,7.36,697,3,0,8699.87,10,0
29,47015.94,2.0,8993.99,48,6.75,755,4,0,3703.66,1,0
41,67034.28,7.0,15254.89,36,6.03,807,3,0,5121.9,4,0
28,124547.15,3.9,12521.08,36,7.4,728,3,0,9990.02,13,0
32,88270.86,3.0,11319.92,48,9.27,614,1,0,7072.76,11,0
36,16429.72,0.4,2781.75,48,5.79,832,2,0,1304.08,15,1
37,18350.84,0.8,15805.98,60,9.47,636,1,0,1197.51,4,0
42,72810.7,1.3,6498.04,60,9.28,590,4,0,5931.78,3,0
34,56841.31,1.5,40606.64,48,11.29,534,3,0,3681.55,5,1
33,68562.6,12.8,4184.96,24,10.51,557,3,1,5519.45,7,0
33,52279.46,0.5,12376.73,48,10.05,626,1,0,4042.42,17,0
27,23990.88,4.9,37898.85,48,10.14,610,2,0,1035.48,3,0
35,30019.43,25.8,31193.55,36,13.02,471,2,0,1450.28,7,0
37,16359.64,2.6,9278.04,36,7.99,664,4,1,1072.61,5,1
23,28985.68,1.2,16045.75,36,8.02,672,1,0,1912.51,1,0
41,62521.21,2.0,8709.09,36,5.86,835,3,0,4945.71,12,0
42,17663.25,0.2,14060.51,24,9.21,593,1,0,828.23,15,1
40,36870.45,5.9,16207.78,24,7.28,716,2,0,2344.81,17,0
44,49179.34,12.6,3275.51,48,9.92,599,5,0,4015.33,4,0
21,21653.0,3.7,2524.72,60,7.68,754,2,0,1753.61,4,0
46,39443.9,0.9,22413.66,36,7.84,694,5,0,2586.28,11,0
47,108615.82,6.3,6101.64,24,9.52,629,1,0,8771.11,1,0
31,85688.42,2.3,12451.6,36,10.85,542,4,1,6733.94,16,0
18,15000.0,1.7,5327.11,48,11.42,537,3,1,1111.23,10,0
37,54295.31,5.7,16179.57,48,8.0,709,3,0,4129.62,9,0
35,48995.64,2.0,6596.63,24,4.9,850,4,0,3793.86,6,0
34,114892.07,1.0,35263.85,48,7.65,701,4,0,8719.23,7,0
31,44587.55,0.9,7481.55,36,7.85,688,2,0,3481.7,16,0
32,16122.74,8.7,1254.35,60,8.49,699,2,0,1317.83,7,0
35,27424.14,6.4,5010.77,36,11.87,524,3,0,2119.23,0,1
22,18549.3,9.8,48896.48,12,5.4,850,2,0,-2649.1,15,1
19,66684.17,15.8,7225.87,36,7.93,712,4,0,5330.81,10,0
24,91568.97,0.0,6671.33,12,12.95,418,2,0,7035.04,1,0
20,76003.77,3.8,6488.1,48,6.28,789,4,0,6180.44,11,0
45,119820.93,6.6,17771.6,24,11.18,541,4,0,9155.3,1,0
48,35005.77,4.6,2352.24,48,10.42,560,3,0,2857.01,2,1
26,65431.37,11.3,7177.02,36,6.91,759,0,0,5231.3,16,0
31,22581.97,12.2,3450.89,36,9.04,623,4,1,1772.03,6,0
18,71417.84,2.0,28445.89,36,9.85,569,1,1,5035.62,5,1
21,15494.65,5.7,4209.27,24,10.44,591,7,0,1096.13,9,0
34,59043.42,0.7,28681.59,48,7.99,675,2,0,4220.22,4,0
37,131029.78,5.8,3845.22,24,10.95,583,1,1,10740.02,15,1
47,27478.6,1.1,2628.53,36,11.92,586,3,0,2202.68,12,0
33,149764.6,3.5,17480.82,36,5.28,810,2,1,11954.27,1,0
19,76984.29,0.3,22788.16,36,13.24,449,1,0,5644.9,3,0
22,15000.0,3.8,33814.5,36,11.78,556,0,0,130.42,2,1
63,35160.78,11.9,51967.43,24,10.05,626,2,1,530.83,12,0
49,23070.44,9.4,19412.42,36,12.0,530,6,0,1277.77,12,0
24,16431.94,0.3,13544.9,48,7.52,691,2,1,1041.7,15,1
35,223732.42,10.0,2966.6,36,11.3,569,2,1,18546.82,16,0
29,77199.78,9.5,12327.41,24,4.43,830,3,0,5895.64,10,0
19,25644.35,4.6,13580.86,24,10.32,631,3,1,1508.33,11,0
38,15000.0,1.3,17996.86,12,10.66,510,4,0,-337.74,2,1
18,25443.47,0.4,57452.07,48,12.14,509,3,0,603.4,11,0
49,140289.13,1.2,34833.04,48,10.6,589,2,0,10797.23,15,1
53,68120.91,1.1,12073.36,48,8.02,717,2,0,5381.88,16,0
31,165929.21,16.8,27647.6,48,11.98,510,4,0,13099.64,12,0
27,53720.44,2.6,39411.66,12,8.18,710,0,0,1045.06,6,0
41,22072.24,0.2,25143.03,36,8.26,731,3,1,1048.44,17,0
33,15000.0,18.7,5435.5,60,8.22,687,0,0,1139.21,10,0
31,32120.0,7.9,11134.93,48,7.75,710,5,1,2406.14,12,0
41,78403.56,0.7,22295.67,36,11.89,501,1,0,5794.27,14,0
34,25420.3,11.7,28780.83,60,8.65,668,4,0,1525.79,2,1
32,55552.21,0.2,2808.24,36,7.13,745,2,1,4542.47,11,0
33,94594.62,13.1,3645.86,48,11.97,512,4,2,7786.93,1,0
52,21753.37,3.4,9551.23,36,10.17,631,2,0,1503.83,13,0
32,90089.43,7.7,60268.42,24,13.65,450,4,1,4623.75,2,1
40,59022.72,4.5,7211.07,36,7.07,771,1,0,4695.67,16,0
20,18168.33,4.8,11980.9,48,9.96,623,1,0,1210.39,0,1
32,35512.72,4.3,6521.53,36,11.3,530,2,0,2744.96,5,1
41,18923.96,0.7,18299.86,36,9.29,600,5,0,992.59,7,0
30,41625.88,14.6,5101.99,12,14.4,386,2,0,3009.77,16,0
46,108930.88,0.4,4471.45,36,9.99,596,4,1,8933.31,17,0
18,15000.0,3.2,3439.68,48,11.89,493,3,0,1159.61,11,0
28,22618.98,4.1,16306.13,24,6.93,764,6,0,1155.37,7,0
40,112883.44,1.0,25668.5,24,8.64,689,1,0,8238.53,17,0
43,186838.04,0.2,28032.23,36,13.52,448,1,0,14618.28,11,0
27,41058.6,2.5,15587.54,12,6.27,783,3,0,2078.05,13,0
18,37931.06,9.5,1000.0,36,9.94,614,2,0,3128.68,12,0
32,78456.52,0.2,21119.32,36,7.65,744,3,0,5879.65,14,0
33,15000.0,2.5,23445.63,24,7.16,762,4,2,198.58,13,0
41,16194.69,3.8,32793.48,48,12.63,497,6,0,475.8,12,0
50,50083.3,6.2,45034.97,48,7.47,691,4,0,3085.34,0,1
28,119350.51,14.4,20848.07,36,7.75,679,4,1,9294.97,15,1
18,24191.38,13.2,12478.07,36,11.79,567,2,0,1602.75,15,1
53,44795.25,0.1,2248.92,60,12.25,463,8,1,3682.63,5,1
34,27654.73,0.5,22920.5,12,12.17,490,7,0,266.28,5,1
21,30986.74,1.6,22898.7,36,12.18,531,1,0,1819.69,14,0
18,18143.47,1.3,1593.41,48,5.88,830,1,0,1474.62,14,0
38,111332.68,4.7,12046.93,36,8.66,645,1,0,8896.54,11,0
25,52151.08,3.1,17287.07,48,9.8,604,4,1,3909.14,11,0
43,64064.11,1.6,2762.79,36,4.94,827,4,0,5255.95,5,1
48,73300.25,7.5,4459.09,24,9.27,578,1,0,5904.09,1,0
26,20868.01,10.0,7686.38,12,9.62,609,1,1,1064.6,3,0
46,21435.8,10.6,11060.6,60,6.94,743,4,0,1567.62,16,0
48,53242.53,0.1,22693.14,24,10.47,592,1,0,3384.77,7,0
31,88408.29,4.6,18037.9,24,9.32,588,4,0,6540.65,10,0
18,49343.76,1.1,12790.15,36,9.49,654,3,0,3702.33,4,0
45,90572.68,0.2,6257.37,24,10.92,546,3,0,7256.31,2,1
33,37906.46,6.2,21702.74,60,6.73,796,1,0,2731.89,17,0
27,60047.32,1.2,52986.15,48,9.27,618,4,0,3678.58,6,0
31,64368.55,5.8,4545.31,36,5.81,820,2,0,5226.16,12,0
37,28015.45,2.2,31546.28,48,10.71,545,0,1,1523.73,9,0
56,27773.39,6.5,16550.14,48,7.25,701,2,1,1916.21,7,0
51,52006.99,6.0,10948.82,48,5.79,811,4,0,4077.84,11,0
41,30374.41,9.7,24379.27,48,5.72,830,4,0,1961.78,5,1
34,56448.03,2.9,12424.36,48,9.94,565,4,0,4389.25,10,0
24,46170.12,8.1,3672.31,12,7.47,766,2,0,3528.96,10,0
39,21030.24,1.6,6370.22,36,10.11,597,3,0,1546.64,0,1
25,26554.19,2.7,10538.46,12,8.13,683,4,0,1295.49,14,0
33,21609.76,1.1,14007.06,48,10.14,606,5,1,1444.62,16,0
29,30541.89,2.5,19269.26,48,7.2,708,4,0,2081.94,10,0
38,16759.69,7.5,22850.99,48,9.88,574,1,0,818.4,1,0
40,29535.82,4.4,20028.85,36,7.73,702,1,1,1836.18,9,0
31,19346.5,12.4,27220.95,36,13.33,447,3,1,690.69,0,1
42,29530.04,5.0,6215.1,60,7.54,713,4,0,2336.18,15,1
49,53353.88,0.6,8332.89,24,11.57,551,2,0,4055.57,7,0
39,15000.0,16.2,4349.2,36,6.36,760,6,0,1116.98,13,0
29,15000.0,12.5,6595.61,36,4.71,818,4,0,1053.18,11,0
36,37813.74,5.1,24285.41,48,9.21,690,1,0,2544.38,14,0
36,32531.86,3.6,19419.3,36,14.8,361,1,1,2039.71,6,0
49,16701.83,1.7,51750.83,36,10.14,571,0,2,-281.44,2,1
40,31268.32,0.6,11750.33,48,6.62,813,1,0,2326.38,12,0
40,31422.26,4.5,38655.76,48,8.93,647,2,0,1657.86,10,0
40,79784.93,1.0,18717.44,24,9.93,584,2,0,5785.63,7,0
41,15000.0,8.9,23902.43,48,10.07,591,4,1,642.97,1,0
38,15000.0,1.0,10950.48,24,8.42,678,6,0,752.64,8,1
